Genre,Amazon,Disney+,HBO,Hulu,Netflix
Action,31.84893003227716,9.299356928690825,16.143132622529585,8.223647009307927,10.5222857094637
Comedy,15.421337023575598,19.06829001323162,9.669671054754414,12.440543549874308,8.761874182946332
Drama,7.740391887896349,14.856483182109688,33.25324448254298,12.865797881584982,17.737167731155896
Horror,11.802702207108414,19.113618012923027,8.203202852619949,6.937486697172317,15.792144601277505
Romance,8.635497509724846,7.100593488649918,10.345970081708431,18.599676085651925,8.77026008433457
Sci-Fi,15.454242925915917,11.744275007058668,10.936532913426994,7.332896718172464,14.067176133236531
